poly_id,mncplty,park_name,park_size_ha,total_observations,total_observers,family_count_observations,order_count_observations,species_count_observations,geometry
Broward_Tree Tops Park,Broward,Tree Tops Park,104.0731146340927,2102,236,242,99,425,"list(c(-80.2807363544543, -80.2708186571492, -80.2706851496855, -80.270608859706, -80.2704562797478, -80.2744042861749, -80.2743852136803, -80.2737367488563, -80.2737558213508, -80.2743852136803, -80.2743089237009, -80.2802213970947, -80.2802023245994, -80.280030672146, -80.2802786145789, -80.2806028469905, -80.2807363544543, 26.0758763948721, 26.0762190175219, 26.0744887628858, 26.0711480999137, 26.0688181452228, 26.06869821983, 26.0684241041852, 26.0683213106527, 26.0678073416384, 26.0677730769578, 
26.0649976044949, 26.0648776751901, 26.0671563109827, 26.0680985910238, 26.0717305813428, 26.0742317921944, 26.0758763948721))"
Broward_Vista View Park,Broward,Vista View Park,160.7248963622362,314,83,104,62,143,"list(c(-80.3461549351565, -80.3463790170278, -80.3383494166341, -80.3383120696554, -80.3469765686852, -80.3493294283353, -80.3524292275575, -80.3461549351565, 26.0659265038645, 26.0804855964971, 26.0804520522815, 26.0636451916893, 26.063477446393, 26.0638129367447, 26.0660606973151, 26.0659265038645))"
Broward_Washburn Park,Broward,Washburn Park,0.8077340767764345,NA,NA,NA,NA,NA,"list(c(-80.2172606614696, -80.2165153038929, -80.2164579686946, -80.2167868916737, -80.2166873094877, -80.2171158146527, -80.2171882380612, -80.2172727320374, -80.2173572260137, -80.2172485909013, -80.2172606614696, 26.0999335482312, 26.0997655326193, 26.0991612164064, 26.0990419787587, 26.0988360225338, 26.0988360225338, 26.0988278926755, 26.0992967135866, 26.0997980517887, 26.0997980517887, 26.0999335482312))"
Broward_West Creek Pineland Natural Area,Broward,West Creek Pineland Natural Area,11.181873226694481,53,10,38,31,37,"list(c(-80.1917407840057, -80.1917925347229, -80.189541378505, -80.1895500036246, -80.1874023488418, -80.1872470966888, -80.1866692136752, -80.1866692136752, -80.1885408646301, -80.189989884725, -80.1907402701307, -80.1907402701307, -80.1917407840057, 26.315714227454, 26.3173609729122, 26.3173764352004, 26.3158147337164, 26.3157915399709, 26.3156601086611, 26.3156446461445, 26.3142452798269, 26.3142298171214, 26.3141602349204, 26.3138741743217, 26.3156755711764, 26.315714227454))"
Broward_West Lake Park,Broward,West Lake Park,72.94007642,146,32,68,43,85,"list(c(-80.1360921916573, -80.1359740144987, -80.1348528129447, -80.1348670053693, -80.1339586901862, -80.1339444977615, -80.1349095826437, -80.1348528129447, -80.1307512021959, -80.1307653946206, -80.1286649157597, -80.1286507233351, -80.1281256036194, -80.1281965578415, -80.1289629487774, -80.1289913336266, -80.1292042199975, -80.1291758351482, -80.1360921916573, 26.0228314614035, 26.0282115291564, 26.0282880471432, 26.0300606998618, 26.0301244638495, 26.031909841421, 26.0318843362186, 26.0336951918202, 
26.0337462014329, 26.0321648931415, 26.0321776457129, 26.0305197997965, 26.0305197997965, 26.0302902542944, 26.0302902542944, 26.0266556568475, 26.0266684100177, 26.0229189182382, 26.0228314614035))"
Broward_William J. Kelley Park,Broward,William J. Kelley Park,17.085220358192476,1,1,1,1,1,"list(c(-80.1892604602184, -80.1893260596234, -80.1896259426172, -80.1899726823283, -80.1904693635357, -80.1909473020568, -80.1912565563941, -80.1912659277376, -80.1909754160872, -80.1907411324991, -80.1878360159999, -80.1876579604725, -80.1892604602184, 26.1885131701551, 26.1893288738378, 26.1894297852371, 26.1898838854503, 26.190287528598, 26.190775262202, 26.1913470852068, 26.1921123145414, 26.1933652616082, 26.1939622987579, 26.1938950271194, 26.1885131701551, 26.1885131701551))"
Broward_Woodmont Natural Area,Broward,Woodmont Natural Area,8.628024128490699,331,19,66,43,99,"list(c(-80.2601975405522, -80.2589959109137, -80.2583414519138, -80.2577406370946, -80.2565819228004, -80.2569574320623, -80.2575260603736, -80.2579337561437, -80.2580088579963, -80.2578801119634, -80.2580732310125, -80.2586096728155, -80.2593928778479, -80.2597576582737, -80.260111709864, -80.2601975405522, 26.2158330337646, 26.2158907851221, 26.2158522842208, 26.215775282379, 26.2152651438911, 26.2146683752743, 26.2139657244316, 26.2133593237181, 26.2128973020062, 26.2124641549852, 26.2116459839916, 
26.2124160274393, 26.2134844542832, 26.2141101050883, 26.2151592658116, 26.2158330337646))"
Coconut Creek_Coco Point Park,Coconut Creek,Coco Point Park,18.94942011214427,4,2,3,3,4,"list(c(-80.1944927718721, -80.1945035007085, -80.1935379054626, -80.1923362758243, -80.1911346461852, -80.1909737136446, -80.1907269504151, -80.1907054927429, -80.1904050853338, -80.1874975707616, -80.1874331977449, -80.187315180548, -80.1871220614994, -80.1870362308105, -80.1870898749907, -80.1871971633518, -80.1873580958925, -80.1905874755466, -80.1944176700196, -80.1944927718721, 26.2354798881692, 26.2358648316463, 26.2358648316463, 26.2358744552166, 26.2358648316463, 26.2359514437531, 26.2359225730576, 
26.2363941268459, 26.2363845033185, 26.2363267621361, 26.2355568769664, 26.2349313415123, 26.2343346737884, 26.2337572504955, 26.2332664384414, 26.232996972119, 26.232871862543, 26.2336513892472, 26.2346522553772, 26.2354798881692))"
Coconut Creek_Community Center and Fitness Center South,Coconut Creek,Community Center and Fitness Center South,4.502891313,62,13,29,21,27,"list(c(-80.1862569028503, -80.1862134671281, -80.1862292619362, -80.1862016210221, -80.1860713138562, -80.1859015196697, -80.1850564974404, -80.1849972669101, -80.1846734733458, -80.1842786031452, -80.1841088089587, -80.1840456297268, -80.1840258862165, -80.1840100914084, -80.1840179888132, -80.1843812693981, -80.1845550122862, -80.1847919344068, -80.1849498824868, -80.1850367539311, -80.1850767496266, -80.1852020907395, -80.1854410940444, -80.185557982596, -80.1857159306766, -80.1858896735647, -80.1862134671291, 
-80.1862569028503, 26.2430074321198, 26.243924727844, 26.2443001440839, 26.2444984767021, 26.2445551431025, 26.2445232682556, 26.2445409765046, 26.2445728513466, 26.2445905595881, 26.2445693096979, 26.2445586847517, 26.244494935051, 26.2441195194413, 26.24307472433, 26.242752429706, 26.2428020135526, 26.242943681569, 26.2428161803617, 26.2428657641811, 26.242823263766, 26.2425990009233, 26.242588111197, 26.2425848340901, 26.2425965946216, 26.2426674287765, 26.2426178448725, 26.2425824277857, 26.2430074321198
))"
Coconut Creek_Cypress Park,Coconut Creek,Cypress Park,5.0493796903634225,91,6,58,42,62,"list(c(-80.1923504350314, -80.1907058709636, -80.1909549173702, -80.1905647848071, -80.1908436772778, -80.1909522065277, -80.1910299619558, -80.1910729918323, -80.1910771726282, -80.191057719455, -80.1910374454046, -80.1907558420914, -80.1906442584026, -80.1904457749359, -80.1902554812606, -80.1902365626324, -80.1905093270765, -80.190660122592, -80.190886191759, -80.1911463374006, -80.1912450732221, -80.1923662365905, -80.1923504350314, 26.2642247841747, 26.2642483140657, 26.2635100560702, 26.2631192807253, 
26.2629175924414, 26.2628730809413, 26.2627442542991, 26.2625006559762, 26.2622434639184, 26.2620647319893, 26.2618842021885, 26.261544918386, 26.2613327670472, 26.2610729872872, 26.2607398301082, 26.260567858312, 26.2603912295591, 26.2605614553534, 26.260881875698, 26.2612354909339, 26.2614434138054, 26.2615251961248, 26.2642247841747))"
Coconut Creek_George S. Gerber Memorial Park,Coconut Creek,George S. Gerber Memorial Park,4.051663262272135,1090,5,145,45,201,"list(c(-80.1894893376676, -80.1875527719697, -80.187564775476, -80.1874967556064, -80.1874847521001, -80.1880649215758, -80.1882889870285, -80.1887491214401, -80.1890171997498, -80.1891292324764, -80.1892212593586, -80.1892612710462, -80.1892732745525, -80.1893292909159, -80.1894893376676, 26.267051236841, 26.2670440608154, 26.2656124349469, 26.2652895093785, 26.264769238518, 26.2648015312597, 26.2648553524765, 26.2649988755987, 26.265174691182, 26.2653253900412, 26.2654976170698, 26.2656806080076, 
26.266484329495, 26.2667713715348, 26.267051236841))"
Coconut Creek_Golden Raintree Park,Coconut Creek,Golden Raintree Park,1.0262110181692996,NA,NA,NA,NA,NA,"list(c(-80.1862084924482, -80.1851517020966, -80.1851302444242, -80.1852871536515, -80.185283130338, -80.1862379967476, -80.1862084924482, 26.2576798954117, 26.257670273647, 26.2567802569484, 26.2567814596811, 26.2568283661341, 26.2568235552165, 26.2576798954117))"
Coconut Creek_Hosford Park,Coconut Creek,Hosford Park,1.630816248733927,4,1,4,4,3,"list(c(-80.1822249461797, -80.1818468843349, -80.1813945261376, -80.1811587098115, -80.1807390646919, -80.1806700472544, -80.1809073807624, -80.1814407234015, -80.1814280745915, -80.1819494957895, -80.182132273192, -80.1821915057321, -80.1822249461797, 26.2381188613543, 26.2381514810806, 26.2381664505167, 26.238146690073, 26.2380842843485, 26.2380218225801, 26.236690544741, 26.2367788638319, 26.2369556547033, 26.2376621070642, 26.2375847315702, 26.2378791668831, 26.2381188613543))"
Coconut Creek_Lakeside Park,Coconut Creek,Lakeside Park,3.3546225900431343,10,3,10,9,10,"list(c(-80.1999401676479, -80.1995165714618, -80.1995165714618, -80.198723291331, -80.1987348439548, -80.1982303794053, -80.1973831870332, -80.1973908887819, -80.1974563536471, -80.1975641781311, -80.1977182131078, -80.1980763444287, -80.1985345984849, -80.1986539755914, -80.1986578264658, -80.1999478693967, -80.1999401676479, 26.3093136039738, 26.309317055953, 26.3101041045292, 26.3101006525735, 26.309824495779, 26.309824495779, 26.309827947743, 26.3097658123758, 26.3094447791117, 26.3092169485138, 
26.3090339933161, 26.3087681899665, 26.3086163020646, 26.3085023860072, 26.3083781138171, 26.3084057298706, 26.3093136039738))"
Coconut Creek_Lakewood Park,Coconut Creek,Lakewood Park,0.45942626159333366,NA,NA,NA,NA,NA,"list(c(-80.1935569690828, -80.1929827935993, -80.1929798185969, -80.1935510190778, -80.1935569690828, 26.2408820996618, 26.2408901048855, 26.2401883115081, 26.2401376114426, 26.2408820996618))"
Coconut Creek_Oak Trails Park,Coconut Creek,Oak Trails Park,1.9397856147685066,NA,NA,NA,NA,NA,"list(c(-80.1814237884144, -80.1804203578817, -80.1804203578817, -80.1814091040652, -80.1814237884144, 26.3231289235534, 26.323133310784, 26.3213871798314, 26.321360856048, 26.3231289235534))"
Coconut Creek_Pond Apple Park,Coconut Creek,Pond Apple Park,0.3669066732369537,NA,NA,NA,NA,NA,"list(c(-80.1836506256486, -80.1826958201487, -80.1826939516448, -80.1826808721175, -80.183267582346, -80.1836506256486, 26.2577235653877, 26.2577654578506, 26.2575358869689, 26.2575074000404, 26.2572074490078, 26.2577235653877))"
Coconut Creek_Recreation Complex and Fitness Center North,Coconut Creek,Recreation Complex and Fitness Center North,4.0328486520035325,NA,NA,NA,NA,NA,"list(c(-80.1851845070103, -80.1851845070103, -80.1842680102263, -80.1842680102263, -80.1831177132413, -80.1830896572176, -80.182888589045, -80.182888589045, -80.1842867142422, -80.1848758907466, -80.1851845070103, 26.3101541642699, 26.3112817010393, 26.3112775094731, 26.3117050484435, 26.3116798991362, 26.3101206314094, 26.310112248193, 26.3097350028216, 26.3097350028216, 26.3098984759665, 26.3101541642699))"
Coconut Creek_Rowe Activity Center and Donaldson Park,Coconut Creek,Rowe Activity Center and Donaldson Park,1.787915228,1,1,1,1,1,"list(c(-80.1811699778796, -80.1806753979933, -80.1801567173051, -80.1794169301132, -80.1793834323043, -80.1795137015625, -80.1795955850961, -80.1807010128008, -80.1811699778796, 26.2422716748435, 26.2423912161942, 26.242467524055, 26.2424470251694, 26.2424103032225, 26.2420063610374, 26.2414655436814, 26.2411784420878, 26.2422716748435))"
Coconut Creek_Sabal Pines Park,Coconut Creek,Sabal Pines Park,22.195336086552533,72,15,38,31,48,"list(c(-80.1833274638517, -80.1833122804155, -80.1778234684017, -80.1778462435557, -80.1775957168661, -80.1773451901764, -80.1771857641015, -80.1766923024406, -80.1763506751367, -80.1761912490618, -80.1761001484471, -80.1760773732937, -80.1761229236011, -80.1761912490618, -80.1764797343405, -80.1772692729978, -80.1776716340446, -80.1787420662634, -80.179091285285, -80.1799491494032, -80.1802376346818, -80.1813536172074, -80.1815434101541, -80.1821962978899, -80.1823557239654, -80.1832059963657, -80.1833274638517, 
26.2915368593039, 26.293354145539, 26.2933813705852, 26.2957907617923, 26.29590646576, 26.2958656290791, 26.2959404963165, 26.2959745268629, 26.2958043740296, 26.2955321289766, 26.2953143324735, 26.2913666999579, 26.2911557020238, 26.2909378973009, 26.2906316087183, 26.2908494140153, 26.2908153819647, 26.2911148636687, 26.29121015314, 26.2915640847757, 26.2917002120402, 26.2917818883225, 26.2915096338257, 26.2910740253004, 26.2908153819647, 26.2913122489152, 26.2915368593039))"
Coconut Creek_Sunshine Drive Park,Coconut Creek,Sunshine Drive Park,0.093065315,NA,NA,NA,NA,NA,"list(c(-80.1757460804961, -80.1756907485919, -80.17561624658, -80.1755561221484, -80.1754236741259, -80.1753121389489, -80.1752494004121, -80.1751744627149, -80.1754489438145, -80.1757460804961, 26.2347005397671, 26.2347423558684, 26.2347669765645, 26.2347865167912, 26.2348209075834, 26.2348482638876, 26.2348689765134, 26.2348255972357, 26.2345543786802, 26.2347005397671))"
Coconut Creek_Township Estates Park,Coconut Creek,Township Estates Park,0.8087064187830058,NA,NA,NA,NA,NA,"list(c(-80.1768906219762, -80.1769174440665, -80.1766492231648, -80.1766438587468, -80.1764949961469, -80.1764916433857, -80.1764846025871, -80.1764923139379, -80.1765338881773, -80.176496337251, -80.1764923139378, -80.176482926206, -80.1764949961469, -80.176591555671, -80.1769254906935, -80.1769952281277, -80.1776107950968, -80.177665780382, -80.1775933607384, -80.1769764526647, -80.176810155706, -80.1768369777959, -80.1768718465136, -80.1769503011272, -80.1769643827241, -80.1768906219762, 26.257962712176, 
26.2580613349786, 26.2580709567111, 26.2579795502204, 26.257985563807, 26.2577263776331, 26.2575883654948, 26.2574611778402, 26.2574527587799, 26.2574262988731, 26.2572831746434, 26.2571388476757, 26.2565543212901, 26.2563402347582, 26.256281300757, 26.2561718518155, 26.2561189314128, 26.2562512323777, 26.2562500296419, 26.256363086711, 26.2566589589459, 26.2574335152119, 26.2578436430679, 26.257837328781, 26.2579176102404, 26.257962712176))"
Coconut Creek_Veterans Park,Coconut Creek,Veterans Park,0.8662219071204703,2,1,2,2,2,"list(c(-80.1861531686149, -80.1859592916229, -80.1857346252318, -80.1857346252318, -80.1856403326998, -80.1856133919766, -80.1855696133005, -80.1855486861315, -80.1855393049867, -80.1854305799241, -80.1854305799241, -80.1854690666722, -80.1855094777571, -80.1855941486022, -80.1856711220984, -80.1857962040284, -80.1859039669226, -80.1861137196984, -80.1861714498202, -80.1861983905435, -80.1861791471697, -80.1861599037954, -80.1861531686149, 26.2735861289151, 26.2736275417539, 26.2736051098024, 26.2729468163476, 
26.2728760689915, 26.272500762173, 26.2725055074399, 26.2724975267648, 26.2724757416775, 26.2724136217973, 26.2723739340789, 26.2722773030558, 26.2722169086256, 26.2721582397199, 26.2721202774717, 26.272115100801, 26.2721116496868, 26.272104747458, 26.2721358074843, 26.2721806719522, 26.2724239751128, 26.272879520083, 26.2735861289151))"
Coconut Creek_Windmill Park and Dog Park,Coconut Creek,Windmill Park and Dog Park,5.487699573425353,41,5,30,21,24,"list(c(-80.1869728103193, -80.1866969477571, -80.1863944955454, -80.186287348831, -80.184882347096, -80.1847348056278, -80.1846242375956, -80.1839590497598, -80.1839268632519, -80.1866090722665, -80.1865983434305, -80.1871413845215, -80.1871292791695, -80.1869728103193, 26.2381432453161, 26.2390885482145, 26.2390371088061, 26.2389971267875, 26.2389736223209, 26.2390573816108, 26.239046732114, 26.2390515437676, 26.2374251934764, 26.2374588755176, 26.2369440203897, 26.2369584556111, 26.237160548525, 
26.2381432453161))"
Coconut Creek_Winston Park Nature Trail,Coconut Creek,Winston Park Nature Trail,12.50941796353452,80,9,31,25,40,"list(c(-80.193588095214, -80.1927515811038, -80.1921301051761, -80.1921301051761, -80.1920442744875, -80.1918189689305, -80.1916794940616, -80.190993853859, -80.1908121338497, -80.1906924411442, -80.1905851527837, -80.1906495257999, -80.1894908115054, -80.1890294715549, -80.1887827083256, -80.1887397929813, -80.1887183353094, -80.1893620654729, -80.1894264384891, -80.1893620654729, -80.1894478961611, -80.1902096435215, -80.1902096435215, -80.1904885932592, -80.1905315086035, -80.1907031699802, -80.1908962890293, 
-80.1908748313574, -80.1915829345371, -80.1915936633731, -80.1918726131107, -80.1920550033239, -80.1927738353396, -80.1931493446018, -80.1935999557163, -80.1936857864048, -80.193588095214, 26.2915606817255, 26.2915935969953, 26.291905161027, 26.2922610607963, 26.2926073406048, 26.2928381932354, 26.2939443557165, 26.2941100907873, 26.2943307208442, 26.2950505076459, 26.2951370756125, 26.295473728201, 26.2958199984159, 26.2958680914198, 26.2958777100181, 26.2955122027208, 26.2945791920267, 26.2945791920267, 
26.2944637675017, 26.293578842325, 26.2934537980051, 26.2934345604057, 26.2928766686297, 26.2923957252887, 26.292155252871, 26.2920398259326, 26.2920205880987, 26.2914819274468, 26.2914626895203, 26.2896831675011, 26.2896831675011, 26.2896158336992, 26.2896831675011, 26.289625452816, 26.2898082158859, 26.2904719319807, 26.2915606817255))"
Cooper City_Bill Lips Sports Complex,Cooper City,Bill Lips Sports Complex,3.9689721387418353,NA,NA,NA,NA,NA,"list(c(-80.3055799754304, -80.3054673226519, -80.3045446427507, -80.3037292512104, -80.3026027234242, -80.3018677981541, -80.3018463404817, -80.3055960686848, -80.3055799754304, 26.0583629679994, 26.0584979029763, 26.0584930838727, 26.0584786265608, 26.0584882647689, 26.0584738074564, 26.0575196208761, 26.0575340783063, 26.0583629679994))"
